ISSN,Título,Área de Avaliação,Classificação
1980-5918,FISIOTERAPIA EM MOVIMENTO,CIÊNCIA DA COMPUTAÇÃO,B5
0103-5150,FISIOTERAPIA EM MOVIMENTO (PUCPR. IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
2368-7533,FOUNDATIONS - JOURNAL OF THE PROFESSIONAL PETROLEUM DATA MANAGEMENT ASSOCIATION (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1664-8021,FRONTIERS IN GENETICS,CIÊNCIA DA COMPUTAÇÃO,B5
1616-8658,FUZZY INFORMATION AND ENGINEERING,CIÊNCIA DA COMPUTAÇÃO,B5
2046-1402,F1000RESEARCH,CIÊNCIA DA COMPUTAÇÃO,B5
2161-7856,"GAMES FOR HEALTH: RESEARCH, DEVELOPMENT, AND CLINICAL APPLICATIONS",CIÊNCIA DA COMPUTAÇÃO,B5
1991-9603,GEOSCIENTIFIC MODEL DEVELOPMENT,CIÊNCIA DA COMPUTAÇÃO,B5
1806-9649,GESTÃO & PRODUÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
2315-5159,GLOBAL ADVANCED RESEARCH JOURNAL OF MEDICINE AND MEDICAL SCIENCES (GARJMMS),CIÊNCIA DA COMPUTAÇÃO,B5
1998-5509,GLOBAL TELEMEDICINE AND EHEALTH UPDATES: KNOWLEDGE RESOURCES,CIÊNCIA DA COMPUTAÇÃO,B5
2190-7188,HEALTH AND TECHNOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
1807-1600,HOLOS (NATAL. ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
2330-8001,HUMAN COMPUTATION,CIÊNCIA DA COMPUTAÇÃO,B5
1980-1726,HYGEIA : REVISTA BRASILEIRA DE GEOGRAFIA MÉDICA E DA SAÚDE (UBERLÂNDIA),CIÊNCIA DA COMPUTAÇÃO,B5
1086-3702,IEEE COMPUTER SOCIETY,CIÊNCIA DA COMPUTAÇÃO,B5
1558-7908,IEEE MULTIDISCIPLINARY ENGINEERING EDUCATION MAGAZINE,CIÊNCIA DA COMPUTAÇÃO,B5
2377-3766,IEEE ROBOTICS AND AUTOMATION LETTERS,CIÊNCIA DA COMPUTAÇÃO,B5
1932-8540,IEEE-RITA,CIÊNCIA DA COMPUTAÇÃO,B5
1745-1345,IEICE TRANSACTIONS ON COMMUNICATIONS (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
2236-269X,INDEPENDENT JOURNAL OF MANAGEMENT & PRODUCTION,CIÊNCIA DA COMPUTAÇÃO,B5
1808-5377,INFODESIGN (SBDI. ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1981-8920,INFORMAÇÃO & INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
1981-8920,INFORMAÇÃO & INFORMAÇÃO (UEL. ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
0718-0764,INFORMACION TECNOLOGICA,CIÊNCIA DA COMPUTAÇÃO,B5
1516-084X,INFORMÁTICA NA EDUCAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
1982-1654,INFORMÁTICA NA EDUCAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
1516-084X,INFORMÁTICA NA EDUCAÇÃO (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
0968-5227,INFORMATION MANAGEMENT & COMPUTER SECURITY,CIÊNCIA DA COMPUTAÇÃO,B5
1570-1255,INFORMATION POLITY,CIÊNCIA DA COMPUTAÇÃO,B5
0718-3291,INGENIARE. REVISTA CHILENA DE INGENIERÍA (IMPRESA),CIÊNCIA DA COMPUTAÇÃO,B5
1552-2210,INTERDISCIPLINARY JOURNAL OF E-LEARNING AND LEARNING OBJECTS,CIÊNCIA DA COMPUTAÇÃO,B5
1414-3283,INTERFACE (BOTUCATU. IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1807-5762,INTERFACE (UNI/UNESP),CIÊNCIA DA COMPUTAÇÃO,B5
2251-9149,INTERNATIONAL CARDIOVASCULAR RESEARCH JOURNAL,CIÊNCIA DA COMPUTAÇÃO,B5
1863-0383,INTERNATIONAL JOURNAL: EMERGING TECHNOLOGIES IN LEARNING,CIÊNCIA DA COMPUTAÇÃO,B5
1947-9220,"INTERNATIONAL JOURNAL OF ADAPTIVE, RESILIENT AND AUTONOMIC SYSTEMS",CIÊNCIA DA COMPUTAÇÃO,B5
2231-1548,INTERNATIONAL JOURNAL OF ADVANCED INFORMATION TECHNOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
2278-7917,INTERNATIONAL JOURNAL OF ADVANCED STUDIES IN COMPUTER SCIENCE AND ENGINEERING,CIÊNCIA DA COMPUTAÇÃO,B5
1746-1375,INTERNATIONAL JOURNAL OF AGENT-ORIENTED SOFTWARE ENGINEERING (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1687-4196,INTERNATIONAL JOURNAL OF BIOMEDICAL IMAGING,CIÊNCIA DA COMPUTAÇÃO,B5
1097-0088,INTERNATIONAL JOURNAL OF CLIMATOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
2326-7550,INTERNATIONAL JOURNAL OF CLOUD COMPUTING,CIÊNCIA DA COMPUTAÇÃO,B5
0976-0962,INTERNATIONAL JOURNAL OF COMPUTATIONAL LINGUISTICS AND APPLICATIONS,CIÊNCIA DA COMPUTAÇÃO,B5
1793-8163,INTERNATIONAL JOURNAL OF COMPUTER AND ELECTRICAL ENGINEERING,CIÊNCIA DA COMPUTAÇÃO,B5
2316-9915,INTERNATIONAL JOURNAL OF COMPUTER ARCHITECTURE EDUCATION,CIÊNCIA DA COMPUTAÇÃO,B5
2150-7988,INTERNATIONAL JOURNAL OF COMPUTER INFORMATION SYSTEMS AND INDUSTRIAL MANAGEMENT APPLICATIONS,CIÊNCIA DA COMPUTAÇÃO,B5
0951-354X,INTERNATIONAL JOURNAL OF EDUCATIONAL MANAGEMENT,CIÊNCIA DA COMPUTAÇÃO,B5
2076-2895,INTERNATIONAL JOURNAL OF ENERGY AND ENVIRONMENT (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
2160-9918,INTERNATIONAL JOURNAL OF E-PLANNING RESEARCH,CIÊNCIA DA COMPUTAÇÃO,B5
1756-2104,INTERNATIONAL JOURNAL OF FUNCTIONAL INFORMATICS AND PERSONALISED MEDICINE (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
2314-4378,INTERNATIONAL JOURNAL OF GENOMICS (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1448-5869,INTERNATIONAL JOURNAL OF HYBRID INTELLIGENT SYSTEMS,CIÊNCIA DA COMPUTAÇÃO,B5
0219-4678,INTERNATIONAL JOURNAL OF IMAGE AND GRAPHICS,CIÊNCIA DA COMPUTAÇÃO,B5
0973-8215,INTERNATIONAL JOURNAL OF INFORMATION PROCESSING,CIÊNCIA DA COMPUTAÇÃO,B5
2147-0030,INTERNATIONAL JOURNAL OF INFORMATION SECURITY SCIENCE,CIÊNCIA DA COMPUTAÇÃO,B5
2074-9007,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY AND COMPUTER SCIENCE,CIÊNCIA DA COMPUTAÇÃO,B5
2042-3217,"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY, COMMUNICATIONS AND CONVERGENCE",CIÊNCIA DA COMPUTAÇÃO,B5
1938-0232,INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY PROJECT MANAGEMENT,CIÊNCIA DA COMPUTAÇÃO,B5
1947-8305,INTERNATIONAL JOURNAL OF INNOVATION IN DIGITAL ECONOMY,CIÊNCIA DA COMPUTAÇÃO,B5
1348-8503,INTERNATIONAL JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS RESEARCH,CIÊNCIA DA COMPUTAÇÃO,B5
1741-1009,INTERNATIONAL JOURNAL OF KNOWLEDGE AND LEARNING (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1755-8255,INTERNATIONAL JOURNAL OF KNOWLEDGE AND WEB INTELLIGENCE,CIÊNCIA DA COMPUTAÇÃO,B5
0967-0769,INTERNATIONAL JOURNAL OF LAW AND INFORMATION TECHNOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
1742-7967,INTERNATIONAL JOURNAL OF LOGISTICS SYSTEMS AND MANAGEMENT (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1468-4330,INTERNATIONAL JOURNAL OF MANAGEMENT AND ENTERPRISE DEVELOPMENT (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
0268-1900,INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
1755-0653,INTERNATIONAL JOURNAL OF MEDICAL ENGINEERING AND INFORMATICS,CIÊNCIA DA COMPUTAÇÃO,B5
2107-6839,INTERNATIONAL JOURNAL OF METROLOGY AND QUALITY ENGINEERING,CIÊNCIA DA COMPUTAÇÃO,B5
1741-8410,INTERNATIONAL JOURNAL OF MICROSTRUCTURE AND MATERIALS PROPERTIES (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1947-928X,INTERNATIONAL JOURNAL OF NATURAL COMPUTING RESEARCH,CIÊNCIA DA COMPUTAÇÃO,B5
2185-2839,INTERNATIONAL JOURNAL OF NETWORKING AND COMPUTING,CIÊNCIA DA COMPUTAÇÃO,B5
1861-2121,INTERNATIONAL JOURNAL OF ONLINE ENGINEERING,CIÊNCIA DA COMPUTAÇÃO,B5
1813-713X,INTERNATIONAL JOURNAL OF OPERATIONS RESEARCH (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1311-8080,INTERNATIONAL JOURNAL OF PURE AND APPLIED MATHEMATICS,CIÊNCIA DA COMPUTAÇÃO,B5
1793-351X,INTERNATIONAL JOURNAL OF SEMANTIC COMPUTING,CIÊNCIA DA COMPUTAÇÃO,B5
2330-4472,INTERNATIONAL JOURNAL OF SERVICES COMPUTING,CIÊNCIA DA COMPUTAÇÃO,B5
2090-3340,INTERNATIONAL JOURNAL OF STOCHASTIC ANALYSIS,CIÊNCIA DA COMPUTAÇÃO,B5
1947-9263,INTERNATIONAL JOURNAL OF SWARM INTELLIGENCE RESEARCH (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1749-9151,INTERNATIONAL JOURNAL OF TEACHING AND CASE STUDIES,CIÊNCIA DA COMPUTAÇÃO,B5
2056-5607,INTERNATIONAL JOURNAL OF TOURISM CITIES,CIÊNCIA DA COMPUTAÇÃO,B5
1745-008X,INTERNATIONAL JOURNAL OF TRANSITIONS AND INNOVATION SYSTEMS (IJTIS),CIÊNCIA DA COMPUTAÇÃO,B5
1081-1451,INTERNATIONAL JOURNAL OF VIRTUAL REALITY,CIÊNCIA DA COMPUTAÇÃO,B5
2320-1827,INTERNATIONAL JOURNAL ON ADVANCES IN LIFE SCIENCES,CIÊNCIA DA COMPUTAÇÃO,B5
1537-2456,INTERNATIONAL JOURNAL ON E-LEARNING,CIÊNCIA DA COMPUTAÇÃO,B5
1869-1994,INTERNATIONAL JOURNAL ON TRANSACTIONS ON LARGE-SCALE DATA- AND KNOWLEDGE-CENTERED SYSTEMS (TLDKS),CIÊNCIA DA COMPUTAÇÃO,B5
2324-8858,INTERPRETATION,CIÊNCIA DA COMPUTAÇÃO,B5
1413-7895,IRRIGA (UNESP BOTUCATU),CIÊNCIA DA COMPUTAÇÃO,B5
2423-5903,JAMSAT - JOURNAL OF ADVANCED MEDICAL SCIENCES AND APPLIED TECHNOLOGIES,CIÊNCIA DA COMPUTAÇÃO,B5
2292-9495,JMIR HUMAN FACTORS,CIÊNCIA DA COMPUTAÇÃO,B5
2369-3762,JMIR MEDICAL EDUCATION,CIÊNCIA DA COMPUTAÇÃO,B5
2291-9694,JMIR MEDICAL INFORMATICS,CIÊNCIA DA COMPUTAÇÃO,B5
2291-5222,JMIR MHEALTH UHEALTH,CIÊNCIA DA COMPUTAÇÃO,B5
2291-9279,JMIR SERIOUS GAMES,CIÊNCIA DA COMPUTAÇÃO,B5
2176-5634,JORNAL INTERNACIONAL DE ESTUDOS EM EDUCAÇÃO MATEMÁTICA,CIÊNCIA DA COMPUTAÇÃO,B5
1793-8244,JOURNAL OF ADVANCES IN COMPUTER NETWORKS,CIÊNCIA DA COMPUTAÇÃO,B5
2175-9146,JOURNAL OF AEROSPACE TECHNOLOGY AND MANAGEMENT (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
2158-5644,JOURNAL OF APPLIED ANALYSIS AND COMPUTATION,CIÊNCIA DA COMPUTAÇÃO,B5
1110-757X,JOURNAL OF APPLIED MATHEMATICS,CIÊNCIA DA COMPUTAÇÃO,B5
2327-4352,JOURNAL OF APPLIED MATHEMATICS AND PHYSICS,CIÊNCIA DA COMPUTAÇÃO,B5
2083-2567,JOURNAL OF ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING RESEARCH,CIÊNCIA DA COMPUTAÇÃO,B5
1110-7243,JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
1557-7929,JOURNAL OF BIONANOSCIENCE,CIÊNCIA DA COMPUTAÇÃO,B5
2237-9363,JOURNAL OF COLOPROCTOLOGY (RIO DE JANEIRO. IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1980-6604,JOURNAL OF COMMUNICATION AND INFORMATION SYSTEMS (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1712-4441,JOURNAL OF COMMUNITY INFORMATICS,CIÊNCIA DA COMPUTAÇÃO,B5
2177-8833,JOURNAL OF COMPUTACIONAL INTERDISCIPLINARY SCIENCES,CIÊNCIA DA COMPUTAÇÃO,B5
1666-6038,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY (LA PLATA. EN LÍNEA),CIÊNCIA DA COMPUTAÇÃO,B5
2301-3567,"JOURNAL OF ECONOMICS, BUSINESS AND MANAGEMENT",CIÊNCIA DA COMPUTAÇÃO,B5
2375-0790,JOURNAL OF EDUCATION & SOCIAL POLICY,CIÊNCIA DA COMPUTAÇÃO,B5
1339-1488,"JOURNAL OF EDUCATION, PSYCHOLOGY AND SOCIAL SCIENCES",CIÊNCIA DA COMPUTAÇÃO,B5
2090-0147,JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING,CIÊNCIA DA COMPUTAÇÃO,B5
1066-8950,JOURNAL OF FUZZY MATHEMATICS,CIÊNCIA DA COMPUTAÇÃO,B5
1839-9940,JOURNAL OF GENOMICS,CIÊNCIA DA COMPUTAÇÃO,B5
2175-4411,JOURNAL OF HEALTH INFORMATICS,CIÊNCIA DA COMPUTAÇÃO,B5
1554-1010,JOURNAL OF INFORMATION ASSURANCE AND SECURITY,CIÊNCIA DA COMPUTAÇÃO,B5
2468-2071,JOURNAL OF INFORMATION SYSTEMS ENGINEERING & MANAGEMENT,CIÊNCIA DA COMPUTAÇÃO,B5
2352-6645,JOURNAL OF INNOVATION IN DIGITAL ECOSYSTEMS,CIÊNCIA DA COMPUTAÇÃO,B5
1092-0617,JOURNAL OF INTEGRATED DESIGN & PROCESS SCIENCE,CIÊNCIA DA COMPUTAÇÃO,B5
0976-9005,JOURNAL OF INTELLIGENT COMPUTING,CIÊNCIA DA COMPUTAÇÃO,B5
2327-0039,JOURNAL OF MANAGEMENT ANALYTICS,CIÊNCIA DA COMPUTAÇÃO,B5
1573-4803,JOURNAL OF MATERIALS SCIENCE (DORDRECHT. ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1516-7399,JOURNAL OF MICROWAVES AND OPTOELECTRONICS,CIÊNCIA DA COMPUTAÇÃO,B5
2179-1074,"JOURNAL OF MICROWAVES, OPTOELECTRONICS AND ELECTROMAGNETIC APPLICATIONS",CIÊNCIA DA COMPUTAÇÃO,B5
1687-8450,JOURNAL OF ONCOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
2151-4178,JOURNAL OF RURAL SOCIAL SCIENCES,CIÊNCIA DA COMPUTAÇÃO,B5
1824-2049,JOURNAL OF SCIENCE COMMUNICATION,CIÊNCIA DA COMPUTAÇÃO,B5
2166-0824,JOURNAL OF SOFTWARE & SYSTEMS DEVELOPMENT,CIÊNCIA DA COMPUTAÇÃO,B5
0718-2724,JOURNAL OF TECHNOLOGY MANAGEMENT & INNOVATION,CIÊNCIA DA COMPUTAÇÃO,B5
2238-1031,JOURNAL OF TRANSPORT LITERATURE,CIÊNCIA DA COMPUTAÇÃO,B5
1923-7324,JOURNAL OF UBIQUITOUS SYSTEMS AND PERVASIVE NETWORKS (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1931-3357,JOURNAL OF USABILITY STUDIES,CIÊNCIA DA COMPUTAÇÃO,B5
1861-2032,JOURNAL ON DATA SEMANTICS (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
1916-985X,KINEPHANOS,CIÊNCIA DA COMPUTAÇÃO,B5
1435-604X,LASERS IN MEDICAL SCIENCE (INTERNET),CIÊNCIA DA COMPUTAÇÃO,B5
2178-4833,LATIN AMERICAN JOURNAL OF BUSINESS MANEGEMENT,CIÊNCIA DA COMPUTAÇÃO,B5
2052-0344,LATIN AMERICAN JOURNAL OF MANAGEMENT FOR SUSTAINABLE DEVELOPMENT,CIÊNCIA DA COMPUTAÇÃO,B5
1390-9134,LATIN-AMERICAN JOURNAL OF COMPUTING,CIÊNCIA DA COMPUTAÇÃO,B5
1676-2789,LEARNING AND NONLINEAR MODELS,CIÊNCIA DA COMPUTAÇÃO,B5
1984-7726,LETRAS DE HOJE (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1984-4301,LETRÔNICA,CIÊNCIA DA COMPUTAÇÃO,B5
0024-2160,LIBRARY (LONDON),CIÊNCIA DA COMPUTAÇÃO,B5
1647-0818,LINGUAMÁTICA (BRAGA),CIÊNCIA DA COMPUTAÇÃO,B5
1984-7238,LINHAS (FLORIANÓPOLIS. ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
2040-2589,LITERACY INFORMATION AND COMPUTER EDUCATION JOURNAL (LICEJ),CIÊNCIA DA COMPUTAÇÃO,B5
1651-2022,LOGOPEDICS PHONIATRICS VOCOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
1679-396X,MARINE SYSTEMS & OCEAN TECHNOLOGY,CIÊNCIA DA COMPUTAÇÃO,B5
0103-9059,MATEMATICA CONTEMPORANEA,CIÊNCIA DA COMPUTAÇÃO,B5
0255-5476,MATERIALS SCIENCE FORUM,CIÊNCIA DA COMPUTAÇÃO,B5
1662-9752,MATERIALS SCIENCE FORUM (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1134-5632,MATHWARE & SOFT COMPUTING,CIÊNCIA DA COMPUTAÇÃO,B5
1678-8060,MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
0026-1270,METHODS OF INFORMATION IN MEDICINE,CIÊNCIA DA COMPUTAÇÃO,B5
0007-5922,MITTEILUNGEN KLOSTERNEUBURG,CIÊNCIA DA COMPUTAÇÃO,B5
1875-905X,MOBILE INFORMATION SYSTEMS,CIÊNCIA DA COMPUTAÇÃO,B5
1535-9484,MOLECULAR & CELLULAR PROTEOMICS (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
0929-9629,MONTE CARLO METHODS AND APPLICATIONS (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
2192-6670,NETWORK MODELING ANALYSIS IN HEALTH INFORMATICS AND BIOINFORMATICS,CIÊNCIA DA COMPUTAÇÃO,B5
2050-1242,NETWORK SCIENCE,CIÊNCIA DA COMPUTAÇÃO,B5
2076-0329,NETWORKING SCIENCE,CIÊNCIA DA COMPUTAÇÃO,B5
1687-5443,NEURAL PLASTICITY (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
2198-5634,NONLINEAR PROCESSES IN GEOPHYSICS DISCUSSIONS,CIÊNCIA DA COMPUTAÇÃO,B5
2175-0491,NOVOS ESTUDOS JURÍDICOS (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1676-4285,ONLINE BRAZILIAN JOURNAL OF NURSING,CIÊNCIA DA COMPUTAÇÃO,B5
2198-9281,OPEN JOURNAL OF INFORMATION SYSTEMS,CIÊNCIA DA COMPUTAÇÃO,B5
1517-7017,OPUS (BELO HORIZONTE. ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1355-7718,ORGANISED SOUND (PRINT),CIÊNCIA DA COMPUTAÇÃO,B5
2376-5992,PEERJ COMPUTER SCIENCE,CIÊNCIA DA COMPUTAÇÃO,B5
1981-5344,PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
1981-5344,PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
1413-9936,PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
2238-0507,PERSPECTIVAS EM CIÊNCIAS TECNOLÓGICAS,CIÊNCIA DA COMPUTAÇÃO,B5
2236-417X,PERSPECTIVAS EM GESTÃO & CONHECIMENTO,CIÊNCIA DA COMPUTAÇÃO,B5
2236-417X,PERSPECTIVAS EM GESTÃO & CONHECIMENTO,CIÊNCIA DA COMPUTAÇÃO,B5
1519-0501,PESQUISA BRASILEIRA EM ODONTOPEDIATRIA E CLÍNICA INTEGRADA (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
0101-7438,PESQUISA OPERACIONAL (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1678-5142,PESQUISA OPERACIONAL (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1984-3534,PESQUISA OPERACIONAL PARA O DESENVOLVIMENTO,CIÊNCIA DA COMPUTAÇÃO,B5
1678-5150,PESQUISA VETERINÁRIA BRASILEIRA (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
2190-7439,PHOTONIC SENSORS (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
0103-4138,PLANEJAMENTO E POLITICAS PUBLICAS,CIÊNCIA DA COMPUTAÇÃO,B5
1754-0410,PMC PHYSICS A,CIÊNCIA DA COMPUTAÇÃO,B5
0103-6513,PRODUÇÃO (SÃO PAULO. IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1676-4056,PRODUCT (IGDP),CIÊNCIA DA COMPUTAÇÃO,B5
1980-5411,PRODUCTION,CIÊNCIA DA COMPUTAÇÃO,B5
2169-3277,PRODUCTION & MANUFACTURING RESEARCH,CIÊNCIA DA COMPUTAÇÃO,B5
2319-023X,PROFESSOR DE MATEMÁTICA ONLINE,CIÊNCIA DA COMPUTAÇÃO,B5
2192-6352,PROGRESS IN ARTIFICIAL INTELLIGENCE,CIÊNCIA DA COMPUTAÇÃO,B5
0033-2097,PRZEGLAD ELEKTROTECHNICZNY,CIÊNCIA DA COMPUTAÇÃO,B5
0102-7972,PSICOLOGIA: REFLEXÃO E CRÍTICA (UFRGS. IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1516-3687,PSICOLOGIA: TEORIA E PRÁTICA (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
2223-4292,QUANTITATIVE IMAGING IN MEDICINE AND SURGERY,CIÊNCIA DA COMPUTAÇÃO,B5
1982-7849,RAC. REVISTA DE ADMINISTRAÇÃO CONTEMPORÂNEA (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1678-6483,"RACE : REVISTA DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA",CIÊNCIA DA COMPUTAÇÃO,B5
2178-938X,RAE (ON-LINE),CIÊNCIA DA COMPUTAÇÃO,B5
1809-2039,RAI : REVISTA DE ADMINISTRAÇÃO E INOVAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
1678-6971,RAM. REVISTA DE ADMINISTRAÇÃO MACKENZIE (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
0080-2107,RAUSP - REVISTA DE ADMINISTRAÇÃO (FEA-USP),CIÊNCIA DA COMPUTAÇÃO,B5
0034-7264,RBM. REVISTA BRASILEIRA DE MEDICINA (RIO DE JANEIRO),CIÊNCIA DA COMPUTAÇÃO,B5
1806-8405,RBPG. REVISTA BRASILEIRA DE PÓS-GRADUAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
1983-8484,REBRAE. REVISTA BRASILEIRA DE ESTRATÉGIA (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1877-6132,RECENT PATENTS ON MEDICAL IMAGING,CIÊNCIA DA COMPUTAÇÃO,B5
0370-4467,REM. REVISTA ESCOLA DE MINAS (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1679-1916,RENOTE. REVISTA NOVAS TECNOLOGIAS NA EDUCAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
2446-4740,RESEARCH ON BIOMEDICAL ENGINEERING,CIÊNCIA DA COMPUTAÇÃO,B5
1677-3071,RESI. REVISTA ELETRÔNICA DE SISTEMAS DE INFORMAÇÃO,CIÊNCIA DA COMPUTAÇÃO,B5
2176-9036,REVISTA AMBIENTE CONTÁBIL,CIÊNCIA DA COMPUTAÇÃO,B5
0100-6762,REVISTA ÁRVORE (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
2179-684X,REVISTA BRASILEIRA DE ADMINISTRAÇÃO CIENTÍFICA,CIÊNCIA DA COMPUTAÇÃO,B5
1981-0997,REVISTA BRASILEIRA DE CIENCIAS AGRARIAS,CIÊNCIA DA COMPUTAÇÃO,B5
2176-6649,REVISTA BRASILEIRA DE COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,B5
2176-6649,REVISTA BRASILEIRA DE COMPUTAÇÃO APLICADA,CIÊNCIA DA COMPUTAÇÃO,B5
0100-5502,REVISTA BRASILEIRA DE EDUCAÇÃO MÉDICA (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
0034-7167,REVISTA BRASILEIRA DE ENFERMAGEM (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1517-3151,REVISTA BRASILEIRA DE ENGENHARIA BIOMÉDICA,CIÊNCIA DA COMPUTAÇÃO,B5
1517-3151,REVISTA BRASILEIRA DE ENGENHARIA BIOMÉDICA,CIÊNCIA DA COMPUTAÇÃO,B5
1806-1117,REVISTA BRASILEIRA DE ENSINO DE FÍSICA (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1984-5146,REVISTA BRASILEIRA DE FINANÇAS: RBFIN = RBFIN: BRAZILIAN FINANCE REVIEW,CIÊNCIA DA COMPUTAÇÃO,B5
1984-9001,REVISTA BRASILEIRA DE FÍSICA MÉDICA (ONLINE),CIÊNCIA DA COMPUTAÇÃO,B5
1809-239X,REVISTA BRASILEIRA DE GESTÃO E DESENVOLVIMENTO REGIONAL,CIÊNCIA DA COMPUTAÇÃO,B5
1516-8484,REVISTA BRASILEIRA DE HEMATOLOGIA E HEMOTERAPIA,CIÊNCIA DA COMPUTAÇÃO,B5
1984-6398,REVISTA BRASILEIRA DE LINGUISTICA APLICADA,CIÊNCIA DA COMPUTAÇÃO,B5
1517-8692,REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (IMPRESSO),CIÊNCIA DA COMPUTAÇÃO,B5
1982-4351,REVISTA BRASILEIRA DE METEOROLOGIA,CIÊNCIA DA COMPUTAÇÃO,B5
1982-6125,REVISTA BRASILEIRA DE PESQUISA EM TURISMO,CIÊNCIA DA COMPUTAÇÃO,B5
